TYPE	text	text	text	text	integer	float	float	text	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	integer	integer	text	integer	integer	integer	float	float	float	float	float	integer	integer	float	integer	float	float	float	float	text	integer	integer	float	float	integer	float	float	float	float	float	float	float	integer	integer	integer	float	float	integer	float	float	integer	float	integer	text	integer	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	float	integer	integer	integer	integer	float	integer	integer	float	integer	integer	integer	integer	float	float	integer	integer	integer	integer	integer	integer	integer	float	float	integer	float	integer	integer	float	float	integer	integer	float	float	float	integer	text	text	integer	integer	integer	integer	float	integer	float	integer	integer	integer	text	float	integer	integer	float	float	text	integer	integer	integer	integer	integer																																																
FEPARAMS	Protocol_Name	Protocol_date	Scan_Date	Scan_ScannerName	Scan_NumChannels	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	FeatureExtractor_Barcode	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_DesignFileName	FeatureExtractor_PrintingFileName	FeatureExtractor_PatternName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_ScanFileGUID	FeatureExtractor_IsXDRExtraction	Scan_NumScanPass	GridPlacement_Version	GridPlacement_ArrayFormat	GridPlacement_placementMode	GridPlacement_ptsPerSide	GridPlacement_minPeakSpacing	GridPlacement_blocksizeAllowance	GridPlacement_initialFilterWidth	GridPlacement_coarseFilterWidth	GridPlacement_fineFilterWidth	GridPlacement_lineHalfWidth	GridPlacement_halfDepth	GridPlacement_maximumSlope	GridPlacement_gridWithChannel	GridPlacement_relativeStartProjectionRow	GridPlacement_relativeSizeProjectionRow	GridPlacement_relativeStartProjectionCol	GridPlacement_relativeSizeProjectionCol	SpotAnalysis_Version	SpotAnalysis_weakthresh	SpotAnalysis_MinimumNumPixels	SpotAnalysis_RegionOfInterestMultiplier	SpotAnalysis_convergence_factor	SpotAnalysis_max_em_iter	SpotAnalysis_max_reject_ratio	SpotAnalysis_kmeans_rad_reject_factor	SpotAnalysis_kmeans_cen_reject_factor	SpotAnalysis_kmeans_moi_reject_factor	SpotAnalysis_isspot_factor	SpotAnalysis_isweakspot_factor	SpotAnalysis_BackgroundThreshold	SpotAnalysis_ROIType	SpotAnalysis_UseNominalDiameterFromGT	SpotAnalysis_RejectMethod	SpotAnalysis_StatBoundFeat	SpotAnalysis_StatBoundBG	SpotAnalysis_SpotStatsMethod	SpotAnalysis_CookiePercentage	SpotAnalysis_ExclusionZonePercentage	SpotAnalysis_EstimateLocalRadius	SpotAnalysis_LocalBGRadius	SpotAnalysis_SignalMethod	OutlierFlagger_Version	OutlierFlagger_NonUnifOLOn	OutlierFlagger_FeatATerm	OutlierFlagger_BGATerm	OutlierFlagger_OLAutoComputeABC	OutlierFlagger_FeatBCoeff	OutlierFlagger_BGBCoeff	OutlierFlagger_FeatCCoeff	OutlierFlagger_BGCCoeff	OutlierFlagger_FeatBCoeff2	OutlierFlagger_BGBCoeff2	OutlierFlagger_FeatCCoeff2	OutlierFlagger_BGCCoeff2	OutlierFlagger_PopnOLOn	OutlierFlagger_MinPopulation	OutlierFlagger_IQRatio	BGSubtractor_MultiplicativeDetrendOn	BGSubtractor_MultDetrendWinFilter	BGSubtractor_MultDetrendIncrement	BGSubtractor_MultDetrendWindow	BGSubtractor_MultDetrendNeighborhoodSize	BGSubtractor_MultHighPassFilter	BGSubtractor_PolynomialMultiplicativeDetrend	BGSubtractor_NegCtrlThresholdMultDetrendFactor	BGSubtractor_PolynomialMultiplicativeDetrendDegree	BGSubtractor_TestMultDetrendOnCVs	BGSubtractor_MultDetrendOnReplicates	BGSubtractor_BGSubMethod	BGSubtractor_MaxPVal	BGSubtractor_WellAboveMulti	BGSubtractor_BackgroundCorrectionOn	BGSubtractor_CalculateSurfaceMetricsOn	BGSubtractor_SpatialDetrendOn	BGSubtractor_DetrendLowPassFilter	BGSubtractor_DetrendLowPassPercentage	BGSubtractor_DetrendLowPassWindow	BGSubtractor_DetrendLowPassIncrement	BGSubtractor_NegCtrlSpreadCoeff	BGSubtractor_NegCtrlSpreadRobustOn	BGSubtractor_AdditiveDetrendFeatureSet	BGSubtractor_DetrendNeighborhoodSize	BGSubtractor_ErrModelSignificance	BGSubtractor_ErrorModel	BGSubtractor_MultErrorGreen	BGSubtractor_MultErrorRed	BGSubtractor_AutoEstimateAddErrorGreen	BGSubtractor_AutoEstimateAddErrorRed	BGSubtractor_MultNcAutoEstimate	BGSubtractor_MultRMSAutoEstimate	BGSubtractor_MultResidualsRMSAutoEstimate	BGSubtractor_UseSurrogates	BGSubtractor_Version	DyeNorm_Version	DyeNorm_SelectMethod	DyeNorm_ArePosNegCtrlsOK	DyeNorm_SignalCharacteristics	DyeNorm_CorrMethod	DyeNorm_LOWESSSmoothFactor	DyeNorm_LOWESSNumSteps	DyeNorm_RankTolerance	DyeNorm_VariableRankTolerance	DyeNorm_MaxRankedSize	DyeNorm_IsBGPopnOLOn	Ratio_Version	Ratio_PegLogRatioValue	QCMetrics_UseSpikeIns	QCMetrics_minReplicatePopulation	QCMetrics_differentialExpressionPValue	QCMetrics_MaxEdgeDefectThreshold	FeatureExtractor_Version	FeatureExtractor_SingleTextFileOutput	FeatureExtractor_JPEGDownSampleFactor	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType	FeatureExtractor_OutputQCReportGraphText																																																
DATA	GE2-v5_95_Feb07 (Read Only)	07/02/2007 17:04	10/12/2007 12:08	Agilent Technologies Scanner G2505B US45102835	2	5	5	50a3c8ec-d8c6-46a2-b404-f86a93683889	014850_D_20060807	07/08/2006 00:00	1	1	532	85	73.3235	63.5	0	36.6617	65	65	251485021361_1_1	D:\Eve\Doris 12.10.07\\US45102835_251485021361_S01_H.tif	US45102835_251485021361_S01_H	014850_D_20060807.xml		Agilent-014850	12/10/2007 13:49	vgbeco	CHEMSTATION01	50a3c8ec-d8c6-46a2-b404-f86a93683889	1	1	9.1.3.1	0	0	5	7	0.666667	6	5	3	6	3	0.015	0	0.25	0.25	0.25	0.25	9.1.3.1	10	15	0.6	0.001	5	0.75	0.45	1.5	2.5	0.5	3	10	1	1	3	1.42	1.42	1	0.7	1.2	0	100	1	9.1.3.1	1	0.04	0.09	1	20	3	1	1	20	3	1	1	1	10	1.42	1	1	2	3	0.2	1	1	5	4	1	1	7	0.01	13	0	1	1	1	1	10	10	3	1	2	0.2	1	0	0.1	0.1	1	1	0	0	1	1	9.1.3.1	9.1.3.1	6	0	1	1	0.25	2	0.05	0	8000	0	9.1.3.1	4	1	5	0.01	0.1	9.1.3.1	1	4	1	0	0																																																
*																																																																																																																																																																																																				
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	rDarkOffsetAverage	rDarkOffsetMedian	rDarkOffsetStdDev	rDarkOffsetNumPts	rSaturationValue	gAvgSig2BkgeQC	rAvgSig2BkgeQC	gAvgSig2BkgNegCtrl	rAvgSig2BkgNegCtrl	gRatioSig2BkgeQC_NegCtrl	rRatioSig2BkgeQC_NegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	rNumSatFeat	rLocalBGInlierNetAve	rLocalBGInlierAve	rLocalBGInlierSDev	rLocalBGInlierNum	rGlobalBGInlierAve	rGlobalBGInlierSDev	rGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	rNumFeatureNonUnifOL	rNumPopnOL	rNumNonUnifBGOL	rNumPopnBGOL	rOffsetUsed	rGlobalFeatInlierAve	rGlobalFeatInlierSDev	rGlobalFeatInlierNum	AllColorPrcntSat	AnyColorPrcntSat	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gLinearDyeNormFactor	gRMSLowessDNF	rNumNegBGSubFeat	rNonCtrlNumNegFeatBGSubSig	rLinearDyeNormFactor	rRMSLowessDNF	DyeNormDimensionlessRMS	DyeNormUnitWeightedRMS	gSpatialDetrendRMSFit	gSpatialDetrendRMSFilteredMinusFit	gSpatialDetrendSurfaceArea	gSpatialDetrendVolume	gSpatialDetrendAveFit	rSpatialDetrendRMSFit	rSpatialDetrendRMSFilteredMinusFit	rSpatialDetrendSurfaceArea	rSpatialDetrendVolume	rSpatialDetrendAveFit	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	rNonCtrlNumSatFeat	rNonCtrl99PrcntNetSig	rNonCtrl50PrcntNetSig	rNonCtrl1PrcntNetSig	rNonCtrlMedPrcntCVBGSubSig	gCtrleQCNumSatFeat	gCtrleQC99PrcntNetSig	gCtrleQC50PrcntNetSig	gCtrleQC1PrcntNetSig	geQCMedPrcntCVBGSubSig	geQCSig2BkgLow1	geQCSig2BkgLow2	rCtrleQCNumSatFeat	rCtrleQC99PrcntNetSig	rCtrleQC50PrcntNetSig	rCtrleQC1PrcntNetSig	reQCMedPrcntCVBGSubSig	reQCSig2BkgLow1	reQCSig2BkgLow2	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	rNegCtrlNumInliers	rNegCtrlAveNetSig	rNegCtrlSDevNetSig	rNegCtrlAveBGSubSig	rNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	rAveNumPixOLLo	rAveNumPixOLHi	rPixCVofHighSignalFeat	rNumHighSignalFeat	NonCtrlAbsAveLogRatio	NonCtrlSDevLogRatio	NonCtrlSNRLogRatio	eQCAbsAveLogRatio	eQCSDevLogRatio	eQCSNRLogRatio	AddErrorEstimateGreen	AddErrorEstimateRed	TotalNumFeatures	NonCtrlNumUpReg	NonCtrlNumDownReg	eQCObsVsExpLRSlope	eQCObsVsExpLRIntercept	eQCObsVsExpCorr	NumIsNorm	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	gMultDetrendRMSFit	rMultDetrendRMSFit	gMultDetrendSurfaceAverage	rMultDetrendSurfaceAverage	eQCLowSigName1	eQCLowSigName2	gNonCtrl50PrcntBGSubSig	rNonCtrl50PrcntBGSubSig	gCtrleQC50PrcntBGSubSig	rCtrleQC50PrcntBGSubSig	gMedPrcntCVProcSignal	rMedPrcntCVProcSignal	geQCMedPrcntCVProcSignal	reQCMedPrcntCVProcSignal	gOutlierFlagger_Auto_FeatB_Term	rOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	rOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	rOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	rOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	gXDRLowPMTSlope	rXDRLowPMTSlope	gXDRLowPMTIntercept	rXDRLowPMTIntercept	GriddingStatus	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gNegCtrlSpread	rNegCtrlSpread	Metric_AnyColorPrcntBGNonUnifOL	Metric_AnyColorPrcntBGNonUnifOL_IsInRange	Metric_AnyColorPrcntFeatNonUnifOL	Metric_AnyColorPrcntFeatNonUnifOL_IsInRange	Metric_absE1aObsVsExpCorr	Metric_absE1aObsVsExpCorr_IsInRange	Metric_absE1aObsVsExpSlope	Metric_absE1aObsVsExpSlope_IsInRange	Metric_gE1aMedCVBkSubSignal	Metric_gE1aMedCVBkSubSignal_IsInRange	Metric_gNegCtrlAveBGSubSig	Metric_gNegCtrlAveBGSubSig_IsInRange	Metric_gNegCtrlSDevBGSubSig	Metric_gNegCtrlSDevBGSubSig_IsInRange	Metric_gNonCntrlMedCVBkSubSignal	Metric_gNonCntrlMedCVBkSubSignal_IsInRange	Metric_rE1aMedCVBkSubSignal	Metric_rE1aMedCVBkSubSignal_IsInRange	Metric_rNegCtrlAveBGSubSig	Metric_rNegCtrlAveBGSubSig_IsInRange	Metric_rNegCtrlSDevBGSubSig	Metric_rNegCtrlSDevBGSubSig_IsInRange	Metric_rNonCntrlMedCVBkSubSignal	Metric_rNonCntrlMedCVBkSubSignal_IsInRange
DATA	38.509	38	8.30623	1000	1313838	38.038	38	11.9425	1000	1257317	333.888	753.985	2.29488	1.62096	145.493	465.146	0	17.0638	55.5728	2.22145	44379	55.5728	2.22145	44379	0	46.7312	84.7692	4.22732	43220	84.7692	4.22732	43220	40	36	31	636	38.509	3130.81	11118.7	44940	44	53	232	1749	38.038	12068.4	53286.1	44919	0	0	0.139953	0.533156	0.146618	4.87171	0.140631	5050	4026	0.975064	32.1028	7816	6730	0.457073	34.8545	0.318805	0.320915	1.89585	6.3349	1.00406	8.73388	80.2705	3.9565	19.4279	1.01527	16.4518	121.898	0	54770.4	319.032	33.1448	9.41544	0	252163	429.541	61.333	9.89369	0	55303.5	6546.03	194.682	8.56453	18.226	5.49009	0	279194	25704.7	963.235	8.51105	12.9486	36.4223	137	36.6057	3.88218	-5.04901	3.44936	128	65.5948	7.77306	-17.7767	7.77332	1.75719	0.577496	0.0970075	3373	1.43028	0.85567	0.10085	6125	0.662265	0.0315809	38.79	0.485595	0.011867	45.9651	6.17693	8.87996	45015	11140	12052	0.916746	0.201888	0.940131	8006	4.44382	7.61832	0	0	43350	0.0235294	0.0526316	0.0726857	0.0746366	1.00023	0.999694	(+)E1A_r60_n11	(+)E1A_r60_a97	277.086	345.459	6503.22	25619.9	5.34352	4.28419	4.66452	3.60271	1455.38	1982.46	78.9585	339.372	162.727	245.609	39.0069	202.247	1.97703	2.48672	20.1593	19.287	-728.557	-712.865	0	53	85424	18.6812	60.0508	0.53316	1	0.13995	1	0.94013	1	0.91675	1	8.56453	1	-5.04901	1	3.44936	1	9.41544	1	8.51105	1	-17.7767	1	7.77332	0	9.89369	1
*																																																																																																																																																																																																				
TYPE	integer	integer	integer	integer	text	integer	integer	text	text	text	text	float	float	float	float	float	float	float	boolean	boolean	float	float	float	float	integer	integer	integer	integer	integer	integer	float	float	float	float	float	float	float	float	integer	integer	float	float	float	float	float	float	float	float	integer	integer	boolean	boolean	boolean	boolean	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	float	float	float	float	boolean	boolean	float	float	integer	integer	boolean	boolean	float	float	float	float	boolean	float	float	float	float	float	integer	float	boolean	boolean	float	float	float	float	float	float	float	float	float	float	float	float	boolean	float	float	boolean	boolean	boolean	boolean																																																																																					
FEATURES	FeatureNum	Row	Col	SubTypeMask	SubTypeName	ProbeUID	ControlType	ProbeName	GeneName	SystematicName	Description	PositionX	PositionY	LogRatio	LogRatioError	PValueLogRatio	gSurrogateUsed	rSurrogateUsed	gIsFound	rIsFound	gProcessedSignal	rProcessedSignal	gProcessedSigError	rProcessedSigError	gNumPixOLHi	rNumPixOLHi	gNumPixOLLo	rNumPixOLLo	gNumPix	rNumPix	gMeanSignal	rMeanSignal	gMedianSignal	rMedianSignal	gPixSDev	rPixSDev	gPixNormIQR	rPixNormIQR	gBGNumPix	rBGNumPix	gBGMeanSignal	rBGMeanSignal	gBGMedianSignal	rBGMedianSignal	gBGPixSDev	rBGPixSDev	gBGPixNormIQR	rBGPixNormIQR	gNumSatPix	rNumSatPix	gIsSaturated	rIsSaturated	gIsLowPMTScaledUp	rIsLowPMTScaledUp	PixCorrelation	BGPixCorrelation	gIsFeatNonUnifOL	rIsFeatNonUnifOL	gIsBGNonUnifOL	rIsBGNonUnifOL	gIsFeatPopnOL	rIsFeatPopnOL	gIsBGPopnOL	rIsBGPopnOL	IsManualFlag	gBGSubSignal	rBGSubSignal	gBGSubSigError	rBGSubSigError	BGSubSigCorrelation	gIsPosAndSignif	rIsPosAndSignif	gPValFeatEqBG	rPValFeatEqBG	gNumBGUsed	rNumBGUsed	gIsWellAboveBG	rIsWellAboveBG	gBGUsed	rBGUsed	gBGSDUsed	rBGSDUsed	IsNormalization	gDyeNormSignal	rDyeNormSignal	gDyeNormError	rDyeNormError	DyeNormCorrelation	ErrorModel	xDev	gSpatialDetrendIsInFilteredSet	rSpatialDetrendIsInFilteredSet	gSpatialDetrendSurfaceValue	rSpatialDetrendSurfaceValue	SpotExtentX	SpotExtentY	gNetSignal	rNetSignal	gMultDetrendSignal	rMultDetrendSignal	gProcessedBackground	rProcessedBackground	gProcessedBkngError	rProcessedBkngError	IsUsedBGAdjust	gInterpolatedNegCtrlSub	rInterpolatedNegCtrlSub	gIsInNegCtrlRange	rIsInNegCtrlRange	gIsUsedInMD	rIsUsedInMD																																																																																					
DATA	1	1	1	0		0	1	GE_BrightCorner	GE_BrightCorner	GE_BrightCorner		325.447	201.835	3.72E-01	7.02E-02	1.18E-07	0	0	1	1	3.40E+04	8.01E+04	3.40E+03	8.01E+03	0	0	0	1	64	64	2.81E+04	1.88E+05	31002.2	197297	6.71E+03	3.34E+04	6.55E+03	3.07E+04	656	656	5.14E+01	7.75E+01	51	77	6.42E+00	1.81E+01	5.93E+00	1.78E+01	0	0	0	0	1	1	0.166455	-0.0382125	0	0	0	0	0	0	0	0	0	28067.5	187549	2806.76	18755	0	1	1	0	0	1	1	1	1	77.4117	111.297	6.4196	18.0801	0	33996.3	80069.2	3399.64	8006.92	0	1	5.30E+00	0	0	77.4117	111.297	58.0869	58.0869	28106.4	187623	0.92981	0.926931	51.3506	77.5046	6.4196	18.0801	0	28070.8	187559	0	0	1	1																																																																																					
