TYPE	text	text	text	text	integer	float	float	text	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	integer	integer	text	integer	integer	integer	float	float	float	float	float	integer	integer	float	integer	float	float	float	float	text	integer	integer	float	float	integer	float	float	float	float	float	float	float	integer	integer	integer	float	float	integer	float	float	integer	float	integer	text	integer	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	float	integer	integer	integer	integer	float	integer	integer	float	integer	integer	integer	integer	float	float	integer	integer	integer	integer	integer	integer	integer	float	float	integer	float	integer	integer	float	float	integer	integer	float	float	float	integer	text	text	integer	integer	integer	integer	float	integer	float	integer	integer	integer	text	float	integer	integer	float	float	text	integer	integer	integer	integer	integer																																																
FEPARAMS	Protocol_Name	Protocol_date	Scan_Date	Scan_ScannerName	Scan_NumChannels	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	FeatureExtractor_Barcode	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_DesignFileName	FeatureExtractor_PrintingFileName	FeatureExtractor_PatternName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_ScanFileGUID	FeatureExtractor_IsXDRExtraction	Scan_NumScanPass	GridPlacement_Version	GridPlacement_ArrayFormat	GridPlacement_placementMode	GridPlacement_ptsPerSide	GridPlacement_minPeakSpacing	GridPlacement_blocksizeAllowance	GridPlacement_initialFilterWidth	GridPlacement_coarseFilterWidth	GridPlacement_fineFilterWidth	GridPlacement_lineHalfWidth	GridPlacement_halfDepth	GridPlacement_maximumSlope	GridPlacement_gridWithChannel	GridPlacement_relativeStartProjectionRow	GridPlacement_relativeSizeProjectionRow	GridPlacement_relativeStartProjectionCol	GridPlacement_relativeSizeProjectionCol	SpotAnalysis_Version	SpotAnalysis_weakthresh	SpotAnalysis_MinimumNumPixels	SpotAnalysis_RegionOfInterestMultiplier	SpotAnalysis_convergence_factor	SpotAnalysis_max_em_iter	SpotAnalysis_max_reject_ratio	SpotAnalysis_kmeans_rad_reject_factor	SpotAnalysis_kmeans_cen_reject_factor	SpotAnalysis_kmeans_moi_reject_factor	SpotAnalysis_isspot_factor	SpotAnalysis_isweakspot_factor	SpotAnalysis_BackgroundThreshold	SpotAnalysis_ROIType	SpotAnalysis_UseNominalDiameterFromGT	SpotAnalysis_RejectMethod	SpotAnalysis_StatBoundFeat	SpotAnalysis_StatBoundBG	SpotAnalysis_SpotStatsMethod	SpotAnalysis_CookiePercentage	SpotAnalysis_ExclusionZonePercentage	SpotAnalysis_EstimateLocalRadius	SpotAnalysis_LocalBGRadius	SpotAnalysis_SignalMethod	OutlierFlagger_Version	OutlierFlagger_NonUnifOLOn	OutlierFlagger_FeatATerm	OutlierFlagger_BGATerm	OutlierFlagger_OLAutoComputeABC	OutlierFlagger_FeatBCoeff	OutlierFlagger_BGBCoeff	OutlierFlagger_FeatCCoeff	OutlierFlagger_BGCCoeff	OutlierFlagger_FeatBCoeff2	OutlierFlagger_BGBCoeff2	OutlierFlagger_FeatCCoeff2	OutlierFlagger_BGCCoeff2	OutlierFlagger_PopnOLOn	OutlierFlagger_MinPopulation	OutlierFlagger_IQRatio	BGSubtractor_MultiplicativeDetrendOn	BGSubtractor_MultDetrendWinFilter	BGSubtractor_MultDetrendIncrement	BGSubtractor_MultDetrendWindow	BGSubtractor_MultDetrendNeighborhoodSize	BGSubtractor_MultHighPassFilter	BGSubtractor_PolynomialMultiplicativeDetrend	BGSubtractor_NegCtrlThresholdMultDetrendFactor	BGSubtractor_PolynomialMultiplicativeDetrendDegree	BGSubtractor_TestMultDetrendOnCVs	BGSubtractor_MultDetrendOnReplicates	BGSubtractor_BGSubMethod	BGSubtractor_MaxPVal	BGSubtractor_WellAboveMulti	BGSubtractor_BackgroundCorrectionOn	BGSubtractor_CalculateSurfaceMetricsOn	BGSubtractor_SpatialDetrendOn	BGSubtractor_DetrendLowPassFilter	BGSubtractor_DetrendLowPassPercentage	BGSubtractor_DetrendLowPassWindow	BGSubtractor_DetrendLowPassIncrement	BGSubtractor_NegCtrlSpreadCoeff	BGSubtractor_NegCtrlSpreadRobustOn	BGSubtractor_AdditiveDetrendFeatureSet	BGSubtractor_DetrendNeighborhoodSize	BGSubtractor_ErrModelSignificance	BGSubtractor_ErrorModel	BGSubtractor_MultErrorGreen	BGSubtractor_MultErrorRed	BGSubtractor_AutoEstimateAddErrorGreen	BGSubtractor_AutoEstimateAddErrorRed	BGSubtractor_MultNcAutoEstimate	BGSubtractor_MultRMSAutoEstimate	BGSubtractor_MultResidualsRMSAutoEstimate	BGSubtractor_UseSurrogates	BGSubtractor_Version	DyeNorm_Version	DyeNorm_SelectMethod	DyeNorm_ArePosNegCtrlsOK	DyeNorm_SignalCharacteristics	DyeNorm_CorrMethod	DyeNorm_LOWESSSmoothFactor	DyeNorm_LOWESSNumSteps	DyeNorm_RankTolerance	DyeNorm_VariableRankTolerance	DyeNorm_MaxRankedSize	DyeNorm_IsBGPopnOLOn	Ratio_Version	Ratio_PegLogRatioValue	QCMetrics_UseSpikeIns	QCMetrics_minReplicatePopulation	QCMetrics_differentialExpressionPValue	QCMetrics_MaxEdgeDefectThreshold	FeatureExtractor_Version	FeatureExtractor_SingleTextFileOutput	FeatureExtractor_JPEGDownSampleFactor	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType	FeatureExtractor_OutputQCReportGraphText																																																
DATA	GE2-v5_95_Feb07 (Read Only)	07/02/2007 17:04	10/12/2007 12:08	Agilent Technologies Scanner G2505B US45102835	2	5	5	50a3c8ec-d8c6-46a2-b404-f86a93683889	014850_D_20060807	07/08/2006 00:00	1	1	532	85	73.3235	63.5	0	36.6617	65	65	251485021361_1_2	D:\Eve\Doris 12.10.07\\US45102835_251485021361_S01_H.tif	US45102835_251485021361_S01_H	014850_D_20060807.xml		Agilent-014850	12/10/2007 13:49	vgbeco	CHEMSTATION01	50a3c8ec-d8c6-46a2-b404-f86a93683889	1	1	9.1.3.1	0	0	5	7	0.666667	6	5	3	6	3	0.015	0	0.25	0.25	0.25	0.25	9.1.3.1	10	15	0.6	0.001	5	0.75	0.45	1.5	2.5	0.5	3	10	1	1	3	1.42	1.42	1	0.7	1.2	0	100	1	9.1.3.1	1	0.04	0.09	1	20	3	1	1	20	3	1	1	1	10	1.42	1	1	2	3	0.2	1	1	5	4	1	1	7	0.01	13	0	1	1	1	1	10	10	3	1	2	0.2	1	0	0.1	0.1	1	1	0	0	1	1	9.1.3.1	9.1.3.1	6	0	1	1	0.25	2	0.05	0	8000	0	9.1.3.1	4	1	5	0.01	0.1	9.1.3.1	1	4	1	0	0																																																
*																																																																																																																																																																																																				
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	rDarkOffsetAverage	rDarkOffsetMedian	rDarkOffsetStdDev	rDarkOffsetNumPts	rSaturationValue	gAvgSig2BkgeQC	rAvgSig2BkgeQC	gAvgSig2BkgNegCtrl	rAvgSig2BkgNegCtrl	gRatioSig2BkgeQC_NegCtrl	rRatioSig2BkgeQC_NegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	rNumSatFeat	rLocalBGInlierNetAve	rLocalBGInlierAve	rLocalBGInlierSDev	rLocalBGInlierNum	rGlobalBGInlierAve	rGlobalBGInlierSDev	rGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	rNumFeatureNonUnifOL	rNumPopnOL	rNumNonUnifBGOL	rNumPopnBGOL	rOffsetUsed	rGlobalFeatInlierAve	rGlobalFeatInlierSDev	rGlobalFeatInlierNum	AllColorPrcntSat	AnyColorPrcntSat	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gLinearDyeNormFactor	gRMSLowessDNF	rNumNegBGSubFeat	rNonCtrlNumNegFeatBGSubSig	rLinearDyeNormFactor	rRMSLowessDNF	DyeNormDimensionlessRMS	DyeNormUnitWeightedRMS	gSpatialDetrendRMSFit	gSpatialDetrendRMSFilteredMinusFit	gSpatialDetrendSurfaceArea	gSpatialDetrendVolume	gSpatialDetrendAveFit	rSpatialDetrendRMSFit	rSpatialDetrendRMSFilteredMinusFit	rSpatialDetrendSurfaceArea	rSpatialDetrendVolume	rSpatialDetrendAveFit	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	rNonCtrlNumSatFeat	rNonCtrl99PrcntNetSig	rNonCtrl50PrcntNetSig	rNonCtrl1PrcntNetSig	rNonCtrlMedPrcntCVBGSubSig	gCtrleQCNumSatFeat	gCtrleQC99PrcntNetSig	gCtrleQC50PrcntNetSig	gCtrleQC1PrcntNetSig	geQCMedPrcntCVBGSubSig	geQCSig2BkgLow1	geQCSig2BkgLow2	rCtrleQCNumSatFeat	rCtrleQC99PrcntNetSig	rCtrleQC50PrcntNetSig	rCtrleQC1PrcntNetSig	reQCMedPrcntCVBGSubSig	reQCSig2BkgLow1	reQCSig2BkgLow2	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	rNegCtrlNumInliers	rNegCtrlAveNetSig	rNegCtrlSDevNetSig	rNegCtrlAveBGSubSig	rNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	rAveNumPixOLLo	rAveNumPixOLHi	rPixCVofHighSignalFeat	rNumHighSignalFeat	NonCtrlAbsAveLogRatio	NonCtrlSDevLogRatio	NonCtrlSNRLogRatio	eQCAbsAveLogRatio	eQCSDevLogRatio	eQCSNRLogRatio	AddErrorEstimateGreen	AddErrorEstimateRed	TotalNumFeatures	NonCtrlNumUpReg	NonCtrlNumDownReg	eQCObsVsExpLRSlope	eQCObsVsExpLRIntercept	eQCObsVsExpCorr	NumIsNorm	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	gMultDetrendRMSFit	rMultDetrendRMSFit	gMultDetrendSurfaceAverage	rMultDetrendSurfaceAverage	eQCLowSigName1	eQCLowSigName2	gNonCtrl50PrcntBGSubSig	rNonCtrl50PrcntBGSubSig	gCtrleQC50PrcntBGSubSig	rCtrleQC50PrcntBGSubSig	gMedPrcntCVProcSignal	rMedPrcntCVProcSignal	geQCMedPrcntCVProcSignal	reQCMedPrcntCVProcSignal	gOutlierFlagger_Auto_FeatB_Term	rOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	rOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	rOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	rOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	gXDRLowPMTSlope	rXDRLowPMTSlope	gXDRLowPMTIntercept	rXDRLowPMTIntercept	GriddingStatus	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gNegCtrlSpread	rNegCtrlSpread	Metric_AnyColorPrcntBGNonUnifOL	Metric_AnyColorPrcntBGNonUnifOL_IsInRange	Metric_AnyColorPrcntFeatNonUnifOL	Metric_AnyColorPrcntFeatNonUnifOL_IsInRange	Metric_absE1aObsVsExpCorr	Metric_absE1aObsVsExpCorr_IsInRange	Metric_absE1aObsVsExpSlope	Metric_absE1aObsVsExpSlope_IsInRange	Metric_gE1aMedCVBkSubSignal	Metric_gE1aMedCVBkSubSignal_IsInRange	Metric_gNegCtrlAveBGSubSig	Metric_gNegCtrlAveBGSubSig_IsInRange	Metric_gNegCtrlSDevBGSubSig	Metric_gNegCtrlSDevBGSubSig_IsInRange	Metric_gNonCntrlMedCVBkSubSignal	Metric_gNonCntrlMedCVBkSubSignal_IsInRange	Metric_rE1aMedCVBkSubSignal	Metric_rE1aMedCVBkSubSignal_IsInRange	Metric_rNegCtrlAveBGSubSig	Metric_rNegCtrlAveBGSubSig_IsInRange	Metric_rNegCtrlSDevBGSubSig	Metric_rNegCtrlSDevBGSubSig_IsInRange	Metric_rNonCntrlMedCVBkSubSignal	Metric_rNonCntrlMedCVBkSubSignal_IsInRange
DATA	38.509	38	8.30623	1000	1314133	38.038	38	11.9425	1000	1258627	339.734	946.021	2.19826	1.56049	154.547	606.232	0	18.7735	57.2825	2.31567	44581	57.2825	2.31567	44581	0	47.7506	85.7886	4.38722	43193	85.7886	4.38722	43193	51	36	11	433	38.509	3295.17	12089.8	44931	67	41	174	1777	38.038	12971.8	60133.1	44911	0	0	0.191047	0.395424	0.122181	4.7362	0.182128	4454	3482	1.14078	38.0722	7177	6104	0.626009	39.3022	0.351727	0.350345	2.40574	5.54278	1.00349	6.73954	80.8855	4.08239	16.5283	1.05765	16.4533	117.874	0	58028.2	329.57	35.0942	10.9494	0	272195	377.193	61.2571	10.9111	0	58267.4	6619	216.42	9.04458	18.9874	5.79598	0	341736	30801.6	1054.61	9.28421	15.6637	46.4493	136	38.0388	3.31438	-4.12429	3.10017	130	64.7298	5.72674	-14.5436	5.86446	1.63717	0.545218	0.0987741	3417	1.26955	0.84694	0.0994093	5803	0.713628	0.0317832	46.2537	0.520257	0.010501	48.8634	6.32308	10.3469	45015	11356	13288	0.922033	0.322449	0.935199	8004	4.44382	7.61832	0	0	43335	0.0117647	0.0588235	0.0850392	0.0844821	1.00078	1.00014	(+)E1A_r60_n11	(+)E1A_r60_a97	286.996	296.503	6574.62	30719.4	5.51406	4.39513	4.61286	4.02668	1493.13	1987.88	86.8324	336.061	167.471	247.418	42.69	223.468	1.97498	2.47454	20.1638	19.307	-727.099	-710.722	0	69	85424	16.1415	48.6402	0.39542	1	0.19105	1	0.9352	1	0.92203	1	9.04458	1	-4.12429	1	3.10017	1	10.9494	1	9.28421	1	-14.5436	1	5.86446	1	10.9111	1
*																																																																																																																																																																																																				
TYPE	integer	integer	integer	integer	text	integer	integer	text	text	text	text	float	float	float	float	float	float	float	boolean	boolean	float	float	float	float	integer	integer	integer	integer	integer	integer	float	float	float	float	float	float	float	float	integer	integer	float	float	float	float	float	float	float	float	integer	integer	boolean	boolean	boolean	boolean	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	float	float	float	float	boolean	boolean	float	float	integer	integer	boolean	boolean	float	float	float	float	boolean	float	float	float	float	float	integer	float	boolean	boolean	float	float	float	float	float	float	float	float	float	float	float	float	boolean	float	float	boolean	boolean	boolean	boolean																																																																																					
FEATURES	FeatureNum	Row	Col	SubTypeMask	SubTypeName	ProbeUID	ControlType	ProbeName	GeneName	SystematicName	Description	PositionX	PositionY	LogRatio	LogRatioError	PValueLogRatio	gSurrogateUsed	rSurrogateUsed	gIsFound	rIsFound	gProcessedSignal	rProcessedSignal	gProcessedSigError	rProcessedSigError	gNumPixOLHi	rNumPixOLHi	gNumPixOLLo	rNumPixOLLo	gNumPix	rNumPix	gMeanSignal	rMeanSignal	gMedianSignal	rMedianSignal	gPixSDev	rPixSDev	gPixNormIQR	rPixNormIQR	gBGNumPix	rBGNumPix	gBGMeanSignal	rBGMeanSignal	gBGMedianSignal	rBGMedianSignal	gBGPixSDev	rBGPixSDev	gBGPixNormIQR	rBGPixNormIQR	gNumSatPix	rNumSatPix	gIsSaturated	rIsSaturated	gIsLowPMTScaledUp	rIsLowPMTScaledUp	PixCorrelation	BGPixCorrelation	gIsFeatNonUnifOL	rIsFeatNonUnifOL	gIsBGNonUnifOL	rIsBGNonUnifOL	gIsFeatPopnOL	rIsFeatPopnOL	gIsBGPopnOL	rIsBGPopnOL	IsManualFlag	gBGSubSignal	rBGSubSignal	gBGSubSigError	rBGSubSigError	BGSubSigCorrelation	gIsPosAndSignif	rIsPosAndSignif	gPValFeatEqBG	rPValFeatEqBG	gNumBGUsed	rNumBGUsed	gIsWellAboveBG	rIsWellAboveBG	gBGUsed	rBGUsed	gBGSDUsed	rBGSDUsed	IsNormalization	gDyeNormSignal	rDyeNormSignal	gDyeNormError	rDyeNormError	DyeNormCorrelation	ErrorModel	xDev	gSpatialDetrendIsInFilteredSet	rSpatialDetrendIsInFilteredSet	gSpatialDetrendSurfaceValue	rSpatialDetrendSurfaceValue	SpotExtentX	SpotExtentY	gNetSignal	rNetSignal	gMultDetrendSignal	rMultDetrendSignal	gProcessedBackground	rProcessedBackground	gProcessedBkngError	rProcessedBkngError	IsUsedBGAdjust	gInterpolatedNegCtrlSub	rInterpolatedNegCtrlSub	gIsInNegCtrlRange	rIsInNegCtrlRange	gIsUsedInMD	rIsUsedInMD																																																																																					
DATA	1	1	1	0		0	1	GE_BrightCorner	GE_BrightCorner	GE_BrightCorner		3474.57	208.03	5.13E-01	7.74E-02	3.43E-11	0	0	1	1	4.25E+04	1.39E+05	4.25E+03	1.39E+04	0	0	3	3	61	61	2.95E+04	2.33E+05	29538.8	228154	1.81E+03	1.46E+04	2.17E+03	1.65E+04	644	644	5.15E+01	7.81E+01	51	78	7.00E+00	1.75E+01	6.67E+00	1.65E+01	0	0	0	0	1	1	-0.0182283	-0.0718808	0	0	0	0	0	0	0	0	0	29424.9	233231	2942.5	23323.1	0	1	1	0	0	1	1	1	1	76.1437	103.611	7.00263	17.5373	0	42520.8	138580	4252.09	13858	0	1	6.63E+00	0	0	76.1437	103.611	54.1152	54.1152	29462.6	233296	0.914385	0.909605	51.5217	78.0776	7.00263	17.5373	0	29429.7	233238	0	0	1	1																																																																																					
